date,dish_name,restaurant_name,price,description,image
19 Jun 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,Literally the same as yesterday.,"2024/June/2024, June, image 19.png"
19 Jun 2024 (Wednesday),Nasi Goreng Kampung,Restoran Al Bidayah,RM7.00,"Oh the malay chef isn't here, guess I'll settle with this as my potential parting meal.","2024/June/2024, June, image 20.png"
20 Jun 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM9.00,"Decided to be a little different today, and so did the price.
                  Original: 10.","2024/June/2024, June, image 21.png"
20 Jun 2024 (Thursday),LD01,Burger King,RM8.90,"Just the usual, probably the last time I'll be here in the foreseeable future.","2024/June/2024, June, image 22.png"
21 Jun 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.90,"I chose to be different again, this time with a different vegetable.
                  The calculator displayed 7.92.
Huh what's with the 2nd cup of chinese tea tasting weird","2024/June/2024, June, image 23.png"
21 Jun 2024 (Friday),Nasi Goreng Udang,Restoran Al Bidayah,RM9.00,"I think like 4? 5? prawn tails counted.
                  For some reason it keeps counting me as 9.50 when clearly the menu is 9.00...

                  Turns out you're my last dinner. I accept this as my parting meal.","2024/June/2024, June, image 24.png"
23 Jun 2024 (Sunday),Spicy Fried Rice,Little Wok,RM8.00,"This spice is no joke, I would steer away from this (dish, not stall) if given the choice.
                  Otherwise it's a perfectly fine fried rice.","2024/June/2024, June, image 25.png"
23 Jun 2024 (Sunday),Yakiniku Don L,Sukiya,RM20.00,"Bruh service
                  Only when I went to counter & attempt to order did they print out qr for me
                  
Yakiniku Don L - 16.50
Hot Green Tea - 3.50 

                  L? Can't tell the size honestly
                  It's said to be 130% of M, but I still had beef leftover anyways
                
                  Green tea is
                  Just the usual","2024/June/2024, June, image 26.png"
25 Jun 2024 (Tuesday),Nasi Goreng Biasa,Sky Malaysia,RM7.00,"New place, new taste.
                  It's actually quite good, worth to pay the premium over Al-Bidayah.","2024/June/2024, June, image 27.png"
25 Jun 2024 (Tuesday),Nasi Goreng Sosej,Sky Malaysia,RM7.00,"It's Biasa but replace the chicken meat with sausages.
                  It's plentiful, as I finished the rice before the sausages.
                  As for the taste of the sausages, just like the cheap ones back in the SMK days.","2024/June/2024, June, image 28.png"
26 Jun 2024 (Wednesday),Nasi Goreng Kampung,Sky Malaysia,RM8.00,"It's a whiter fried rice, with additional anchovies.
                  I'd say it's the first time the kampung variant isn't worth the premium too much.","2024/June/2024, June, image 29.png"
26 Jun 2024 (Wednesday),Nasi Goreng Ayam,Sky Malaysia,RM8.00,"Its Biasa, but replace the regular chicken with Mamak style fried chicken.
                  The down side, gotta be careful of bones.
                  Depends on the mood of the day, may be worth the premium, as mostly other shops have their gaps bigger between BIasa & Ayam.
I should find some other food apart from fried rice.","2024/June/2024, June, image 30.png"
27 Jun 2024 (Thursday),Nasi Campur,Sky Malaysia,RM14.00,"Wha-
                  Why are you so expensive?
              
Rice - 3.00
Vege - 3.00
Chicken - 8.00

              Oh the geprek yesterday costs 9, and this is the chicken they use for it.
              The thing is I still finished my 3 scoop rice with some (not much) chicken leftover...

              I'm sticking with regular fried rice and add rice if needed.","2024/June/2024, June, image 31.png"
27 Jun 2024 (Thursday),Nasi Goreng Pattaya,Sky Malaysia,RM8.00,"The rice inside is what I'd presume would be Nasi Goreng Cina.
                  Since it contains the usual ""tricolour beans"", also contains chicken.
                  
                  ...Wait how are you the same price as Nasi Goreng Cina?","2024/June/2024, June, image 32.png"
28 Jun 2024 (Friday),Nasi Campur,Dapur Chili,RM10.00,"Hmm, buttermilk. I was contemplating if 2 was enough or not, turns out it was.
                  Should've took more rice though, or less thicc sauce.","2024/June/2024, June, image 33.png"
01 Jul 2024 (Monday),Small Chicken Shawarma,Sky Malaysia,RM7.00,"It is in fact kinda small.
                    Good food though, except the orange sauce at the side.
                    The other 2 sauces were nice.","2024/July/2024, July, image 1.png"
09 Jul 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.60,"Is this how the fish is like when it was made fresh?
                    I came way earlier today, it seems improved.","2024/July/2024, July, image 2.png"
09 Jul 2024 (Tuesday),Nasi Goreng Thai,Sky Malaysia,RM9.70,"Around the same as Al Bidayah, maybe with a slight quality increase.
                    It lacks an egg. It is slightly more burnt, but not the flavour affecting burnt.

                    Original price pre discount: 10.00","2024/July/2024, July, image 3.png"
10 Jul 2024 (Wednesday),Nasi Campur,Sky Malaysia,RM11.00,"Slightly cheaper, do you differ between vegetables, or just the amount?
                
Rice - 3.00
Vege - 2.00
Chicken - 6.00","2024/July/2024, July, image 4.png"
10 Jul 2024 (Wednesday),Small Chicken Shawarma,Sky Malaysia,RM12.00,"Slightly more filling vs small? Like maybe 1 - 1.5 cuts larger.
                    Ehh I'd go for something else to fill myself if I'm budgeting.
Does small contain the froiz?","2024/July/2024, July, image 5.png"
11 Jul 2024 (Thursday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM13.67,"Suprisingly I can finish this during lunch, granted I'm probably hungry due to exerting too much brain force.
                    There was slight meat leftover, which means I did a great job at rationalising them.
                    
Thai Style Creamy Butter Pork Rice - 11.55
Add Rice - 2.12

                  The above calculations are post-tax.","2024/July/2024, July, image 6.png"
11 Jul 2024 (Thursday),Nasi Goreng Biasa,Sky Malaysia,RM8.00,"Does it feel upsized?
                    Probably not as much vs Al Bidayah, or maybe because its tastier?
                    
Nasi Goreng Biasa - 7.00
Tambah Nasi - 1.00
                 
                  Again, the tambah nasi here is cheaper than there, so I'd give it the benefit of the doubt
                  Which is it giving me less additional rice compared to there.","2024/July/2024, July, image 7.png"
03 Aug 2024 (Saturday),Nasi Campur,Sky Malaysia,RM13.00,"Why are you so expensive~
                
Rice - 3.00
Vege - 4.00
Chicken - 6.00

                ""greens from new zealand"" - CasuallyRed","2024/August/2024, August, image 1.png"
12 Aug 2024 (Monday),Nasi Ayam,No restaurant name,RM7.00,"It's just like Komatra never left me.
                    Double sauces, the soup, the duo slice of veges, and the chicken, feat. small bones.
                    Can I ask them to not chop it up?","2024/August/2024, August, image 2.png"
12 Aug 2024 (Monday),Home Cooked Meal,No restaurant name,RM6.79,"First cooked meal in Lakefront.
                    The taste was good, albeit like they said the vege needs some mouth work.
                    
Lotuss Sawi Pak Choy Cameron 200g - 1.99
Ayamas Premium Frankfurthers (Mushroom) 235g - 5.69
Naturel Pure Olive Oil 250ml - 16.30
Potato (1.284kg) - 2.37
Garlic (270g) - 2.37
Round Cabbage (1.916kg) - 4.77
Bawang Merah Besar (298g) - 1.46
Chicken Fillet (580g) - 9.91
Lotuss Hot + Spicy Tempura Nugget 800g - 15.99
Baba's Serbuk Kunyit 25g - 1.20
Maggi Pes Ayam Goreng Berempah 100g - 4.60
PP Bag 400g - 3.95
Knife Cooking Oil 2kg - 13.90
Jasmine Super 5 Import 5kg - 19.80
30 Eggs - 13.20

                    Total cost: 108.56

                    Yea no I feel like serving for 4 at home is more than serving for 5 here.
                    Granted it's with different people and budget, so I can't compare that.

                    EDIT @ 14/8/2024: Splitted cost with here and there.
                    EDIT @ 20/8/2024: Further splitted cost, with rounding adjust.
                    EDIT @ 21/8/2024: More.","2024/August/2024, August, image 3.png"
13 Aug 2024 (Tuesday),Nasi Campur,Dapur Chilli,RM12.00,"The chicken sauce is quite nice, the price is quite close to Sky Malaysia.
                  I should ask for a breakdown of the price next time, the price list they had is a little ""off"" for me.","2024/August/2024, August, image 4.png"
13 Aug 2024 (Tuesday),Kuey Teow Goreng,Sky Malaysia,RM7.00,"Decent enough, think of Nasi Goreng Biasa, but exchange the rice for kuey teow.
                    Of course, it can't top the usual Chinese ones, but it's alright in my books.
                    As in, it can be ordered again.","2024/August/2024, August, image 5.png"
14 Aug 2024 (Wednesday),Nasi Goreng Cina,Sky Malaysia,RM8.00,"...Isn't this just Nasi Goreng Pattaya without the egg?
                    Like you have the ""tricolour beans"" as well as chicken, what more do you offer? Fried onions?
                    I'd recommend to order the Pattaya instead if that's the case.","2024/August/2024, August, image 6.png"
14 Aug 2024 (Wednesday),Home Cooked Meal,No restaurant name,RM6.79,"For todays meal:
                    
Potatoes with onions
Chicken Fillets
Vegetable that's 1 persons filling at my home
Scrambled eggs

                    Overheard they cooked 5.5 cups of rice, which is ample enough for everyone I suppose.
""I'm just cleaning up leftovers not wanting to be fat""

                    EDIT @ 20/8/2024: Splitted cost with here and there.
                    EDIT @ 21/8/2024: Further splitted cost.","2024/August/2024, August, image 7.png"
15 Aug 2024 (Thursday),Kuey Tiaw/Maggi Goreng,IZ Kitchen,RM5.00,"So it is you, last I had you was 12 June.
                    I wonder if they serve 1.5 portion, since 1 is kinda not enough to me.","2024/August/2024, August, image 8.png"
15 Aug 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM4.00,"Curry is good, dhal is like any other dhal, but the sambal is a little funny.
                    Sweet? Burnt? Unsure, but still edible.

                    Also you'd need more dhal and curry, they run out quite quickly.","2024/August/2024, August, image 9.png"
19 Aug 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"Patel: Ever since coming Lakefront we wouldn't go here anyways, so why get the discount card?
                    Meow: Alright let's go there then!
                    ""okay wow""
Ty for the parking fee","2024/August/2024, August, image 10.png"
19 Aug 2024 (Monday),Nasi Goreng Sosej,Sky Malaysia,RM8.00,"It contains chicken as well?
                    
Nasi Goreng Sosej - 7.00
Tambah Nasi - 1.00
          
                  Oh yeah just realised the cucumber is gone.","2024/August/2024, August, image 11.png"
20 Aug 2024 (Tuesday),Instant noodles,No restaurant name,"""Free""","First time cooking here, let's see what I did...
                
Buttoning the new induction cooker
Have water sizzle out from said cooker like an explosion
Have more water flow out of it making a smol mess

                  So anyways, as long as I don't add the Kapitan flavoured seasoning packet, I should be fine.
                  Additional sausage from above.
                  Not bold enough today to cook an egg, refer above incidents.
There was only 1 egg left, the last guy ate it.
That reminds me, do I count it as an expenditure, or no?","2024/August/2024, August, image 12.png"
20 Aug 2024 (Tuesday),Home Cooked Meal,No restaurant name,RM6.79,"Todays meal:
                    
Roasted Pork (courtesy of me home)
Sliced potatoes with red onions
Lotuss Hot + Spicy Tempura Nugget (Airfryer) x2
Cabbage with various cooking sauces Not sure how to write it out 
                    
                  There should probably be yet another split incoming, we shall see if home cooked meals is truly cheaper than eating cheap outside.

                  EDIT @ 21/8/2024: Splitted cost with here and there.","2024/August/2024, August, image 13.png"
21 Aug 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"Soup is peppery, potentially tastes like the Nasi Bujang soup.
                    The chili dipping sauce is similar to Warung Membawangs, just need a little get used to.
                    The chicken is edible, but a little ""flattened"". It also changes colour from time to time.
                    The crackers got replaced with cabbage, at least from my observation.","2024/August/2024, August, image 14.png"
21 Aug 2024 (Wednesday),Home Cooked Meal,No restaurant name,RM6.79,"Todays meal:
                    
Roasted Pork (courtesy of me home)
Otak-otak (courtesy of me home)
Omelette
Lotuss Hot + Spicy Tempura Nugget (Airfryer) x2
Cabbage with various cooking sauces Not sure how to write it out 
    
                  Would there be yet another tomorrow?","2024/August/2024, August, image 15.png"
22 Aug 2024 (Thursday),Nasi Kandar,HTC,RM8.50,"How long have I not have you?
                    Blessed to be the same price.","2024/August/2024, August, image 16.png"
22 Aug 2024 (Thursday),Set Ayam Penyet Dada,Restoran Indorasa,RM12.50,"Warung Membawang is better for the price, but otherwise this is fine.
                    They accept cash only though.

                    Maybe I shouldn't had come here should I know there'd be food there at BlackBerry.","2024/August/2024, August, image 17.png"
26 Aug 2024 (Monday),Nasi Campur,Royal Tandoori,RM8.50,"The price is the same as HTC, but my friends who chose spaghetti arent so lucky with the price.
                    Food is good, but they probably slightly hid the white rice as a ""marketing tactic"" to spend on other carbs.","2024/August/2024, August, image 18.png"
26 Aug 2024 (Monday),Zinger Cheezy Box,Food delivery,RM11.25,"The KFC here is better than my place I guess.
                    What prompted them to order was simple, just a ""Buy 1 Free 1"".","2024/August/2024, August, image 19.png"
